ก.	k-@@-z^-0|
เฝ้า	f-a-w^-2|
เพชร	ph-e-t^-3|
เพราะ	phr-@-z^-3|
เพราะฉะนั้น	phr-@-z^-3|ch-a-z^-1|n-a-n^-3|
เพราะว่า	phr-@-z^-3|w-aa-z^-2|
เพลง	phl-ee-ng^-0|
เพลิง	phl-qq-ng^-0|
เพลิดเพลิน	phl-qq-t^-2|phl-qq-n^-0|
เพศ	ph-ee-t^-2|
เพศสัมพันธ์	ph-ee-t^-2|s-a-m^-4|ph-a-n^-0|
เพาะ	ph-@-z^-3|
เพาะปลูก	ph-@-z^-3|pl-uu-k^-1|
เพาะเลี้ยง	ph-@-z^-3|l-iia-ng^-3|
เพิกถอน	ph-qq-k^-2|th-@@-n^-4|
เพิกเฉย	ph-qq-k^-2|ch-qq-j^-4|
เพิ่ง	ph-q-ng^-2|
เพิ่ม	ph-q-m^-2|
เพิ่ม	ph-qq-m^-2|
เพิ่มพูน	ph-qq-m^-2|ph-uu-n^-0|
เพิ่มเติม	ph-qq-m^-2|t-qq-m^-0|
เพียง	ph-iia-ng^-0|
เพียงนี้	ph-iia-ng^-0|n-ii-z^-3|
เพียงพอ	ph-iia-ng^-0|ph-@@-z^-0|
เพียงแค่	ph-iia-ng^-0|kh-xx-z^-2|
เพียงแต่	ph-iia-ng^-0|t-xx-z^-1|
เพียงใด	ph-iia-ng^-0|d-a-j^-0|
เพียงไร	ph-iia-ng^-0|r-a-j^-0|
เพื่อ	ph-vva-z^-2|
เพื่อที่จะ	ph-vva-z^-2|th-ii-z^-2|c-a-z^-1|
เพื่อน	ph-vva-n^-2|
เพื่อนบ้าน	ph-vva-n^-2|b-aa-n^-2|
เพื่อนฝูง	ph-vva-n^-2|f-uu-ng^-4|
เพื่อให้	ph-vva-z^-2|h-a-j^-2|
เพ่ง	ph-e-ng^-2|
เพ่งเล็ง	ph-e-ng^-2|l-e-ng^-0|
เพ่นพ่าน	ph-e-n^-2|ph-aa-n^-2|
เพ้อฝัน	ph-qq-z^-3|f-a-n^-4|
เฟโดรอฟ	f-ee-z^-0|d-oo-z^-0|r-@@-f^-3|
เมดิเตอร์เรเนียน	m-ee-z^-0|d-i-z^-1|t-qq-z^-0|r-ee-z^-0|n-iia-n^-2|
เมตตา	m-ee-t^-2|t-aa-z^-0|
เมตตาธรรม	m-ee-t^-2|t-aa-z^-0|th-a-m^-0|
เมตร	m-ee-t^-3|
เมษ	m-ee-t^-2|
เมษายน	m-ee-z^-0|s-aa-z^-4|j-o-n^-0|
เมา	m-a-w^-0|
เมามาย	m-a-w^-0|m-aa-j^-0|
เมีย	m-iia-z^-0|
เมียด	m-iia-t^-2|
เมียน้อย	m-iia-z^-0|n-@@-j^-3|
เมียหลวง	m-iia-z^-0|l-uua-ng^-4|
เมือง	m-vva-ng^-0|
เมืองนอก	m-vva-ng^-0|n-@@-k^-2|
เมืองหลวง	m-vva-ng^-0|l-uua-ng^-4|
เมื่อ	m-vva-z^-2|
เมื่อกี้	m-vva-z^-2|k-ii-z^-2|
เมื่อก่อน	m-vva-z^-2|k-@@-n^-1|
เมื่อครั้ง	m-vva-z^-2|khr-a-ng^-3|
เมื่อใด	m-vva-z^-2|d-a-j^-0|
เมื่อไร	m-vva-z^-2|r-a-j^-0|
เม็กซิกัน	m-e-k^-3|s-i-z^-3|k-a-n^-0|
เม็กซิโก	m-e-k^-3|s-i-z^-3|k-oo-z^-0|
เม็ด	m-e-t^-3|
เยลต์ซิน	j-ee-w^-0|s-i-n^-2|
เยอรมนี	j-qq-z^-0|r-a-z^-3|m-a-z^-3|n-ii-z^-0|
เยอรมัน	j-qq-z^-0|r-a-z^-3|m-a-n^-0|
เยอะ	j-q-z^-3|
เยอะแยะ	j-q-z^-3|j-x-z^-3|
เยาวชน	j-a-w^-0|w-a-z^-3|ch-o-n^-0|
เยาว์	j-a-w^-0|
เยาว์วัย	j-a-w^-0|w-a-j^-0|
เยาะเย้ย	j-@-z^-3|j-qq-j^-3|
เยียวยา	j-iia-w^-0|j-aa-z^-0|
เยี่ยม	j-iia-m^-2|
เยือกเย็น	j-vva-k^-2|j-e-n^-0|
เยือน	j-vva-n^-0|
เยื่อ	j-vva-z^-2|
เย็น	j-e-n^-0|
เรา	r-a-w^-0|
เริ่ม	r-qq-m^-2|
เริ่มต้น	r-qq-m^-2|t-o-n^-2|
เรียก	r-iia-k^-2|
เรียกร้อง	r-iia-k^-2|r-@@-ng^-3|
เรียง	r-iia-ng^-0|
เรียงความ	r-iia-ng^-0|khw-aa-m^-0|
เรียน	r-iia-n^-0|
เรียนรู้	r-iia-n^-0|r-uu-z^-3|
เรียบ	r-iia-p^-2|
เรียบร้อย	r-iia-p^-2|r-@@-j^-3|
เรียบเรียง	r-iia-p^-2|r-iia-ng^-0|
เรือ	r-vva-z^-0|
เรือน	r-vva-n^-0|
เรือนจำ	r-vva-n^-0|c-a-m^-0|
เรื่อง	r-vva-ng^-2|
เรื่องราว	r-vva-ng^-2|r-aa-w^-0|
เรื่องสั้น	r-vva-ng^-2|s-a-n^-2|
เรื่อย	r-vva-j^-2|
เรื้อรัง	r-vva-z^-3|r-a-ng^-0|
เร็ว	r-e-w^-0|
เร่ง	r-e-ng^-2|
เร่งด่วน	r-e-ng^-2|d-uua-n^-1|
เร่งรัด	r-e-ng^-2|r-a-t^-3|
เร่งรีบ	r-e-ng^-2|r-ii-p^-2|
เร่งเร้า	r-e-ng^-2|r-a-w^-3|
เร่ร่อน	r-ee-z^-2|r-@-n^-2|
เร้น	r-e-n^-3|
เร้า	r-a-w^-3|
เลข	l-ee-k^-2|
เลขที่	l-ee-k^-2|th-ii-z^-2|
เลขหมาย	l-ee-k^-2|m-aa-j^-4|
เลขาธิการ	l-ee-z^-0|kh-aa-z^-4|th-i-z^-3|k-aa-n^-0|
เลขานุการ	l-ee-z^-0|kh-aa-z^-4|n-u-z^-3|k-aa-n^-0|
เลย	l-qq-j^-0|
เลว	l-ee-w^-0|
เลวร้าย	l-ee-w^-0|r-aa-j^-3|
เลวิน	l-ee-z^-0|w-i-n^-0|
เลิก	l-qq-k^-2|
เลิกรา	l-qq-k^-2|r-aa-z^-0|
เลิศเลอ	l-qq-t^-2|l-qq-z^-0|
เลียน	l-iia-n^-0|
เลี่ยง	l-iia-ng^-2|
เลี้ยง	l-iia-ng^-3|
เลี้ยงดู	l-iia-ng^-3|d-uu-z^-0|
เลือก	l-vva-k^-2|
เลือกตั้ง	l-vva-k^-2|t-a-ng^-2|
เลือกสรร	l-vva-k^-2|s-a-n^-4|
เลือด	l-vva-t^-2|
เลือดเนื้อ	l-vva-t^-2|n-vva-z^-3|
เลือน	l-vva-n^-0|
เลื่อน	l-vva-n^-2|
เลื่อนลอย	l-vva-n^-2|l-@@-j^-0|
เลื่อมใส	l-vva-m^-2|s-a-j^-4|
เล็ก	l-e-k^-3|
เล็กน้อย	l-e-k^-3|n-@@-j^-3|
เล็ง	l-e-ng^-0|
เล็งเห็น	l-e-ng^-0|h-e-n^-4|
เล่น	l-e-n^-2|
เล่นงาน	l-e-n^-2|ng-aa-n^-0|
เล่ม	l-e-m^-2|
เล่า	l-a-w^-2|
เล่าปี่	l-a-w^-2|p-ii-z^-1|
เล่าลือ	l-a-w^-2|l-vv-z^-0|
เล่าเรียน	l-a-w^-2|r-iia-n^-0|
เล้ง	l-e-ng^-3|
เวทมนตร์	w-ee-t^-2|m-o-n^-0|
เวที	w-ee-z^-0|th-ii-z^-0|
เวลา	w-ee-z^-0|l-aa-z^-0|
เวสนันท์	w-ee-t^-2|s-a-z^-1|n-a-n^-0|
เวหา	w-ee-z^-0|h-aa-z^-4|
เวิลด์โฟน	w-qq-w^-0|f-oo-n^-0|
เวียงจันทน์	w-iia-ng^-0|c-a-n^-0|
เวียดนาม	w-iia-t^-2|n-aa-m^-0|
เว้น	w-e-n^-3|
เว้นไว้แต่	w-e-n^-3|w-a-j^-3|t-xx-z^-1|
เศรษฐกิจ	s-ee-t^-1|th-a-z^-1|k-i-t^-1|
เศรษฐศาสตร์	s-ee-t^-1|th-a-z^-1|s-aa-t^-1|
เศรษฐี	s-ee-t^-1|th-ii-z^-4|
เศร้า	s-a-w^-2|
เศร้าหมอง	s-a-w^-2|m-@@-ng^-4|
เศร้าโศก	s-a-w^-2|s-oo-k^-1|
เสงี่ยม	s-a-z^-1|ng-iia-m^-1|
เสด็จ	s-a-z^-1|d-e-t^-1|
เสถียรภาพ	s-a-z^-1|th-iia-n^-4|r-a-z^-3|ph-aa-p^-2|
เสนอ	s-a-z^-1|n-qq-z^-4|
เสนอแนะ	s-a-z^-1|n-qq-z^-4|n-x-z^-3|
เสนาธิการ	s-ee-z^-4|n-aa-z^-0|th-i-z^-3|k-aa-n^-0|
เสนาะ	s-a-z^-1|n-@-z^-1|
เสน่ห์	s-a-z^-1|n-ee-z^-1|
เสพ	s-ee-p^-1|
เสมอ	s-a-z^-1|m-qq-z^-4|
เสมอภาค	s-a-z^-1|m-qq-z^-4|ph-aa-k^-2|
เสมือน	s-a-z^-1|m-vva-n^-4|
เสริม	s-qq-m^-4|
เสรี	s-ee-z^-4|r-ii-z^-0|
เสรีภาพ	s-ee-z^-4|r-ii-z^-0|ph-aa-p^-2|
เสรีไทย	s-ee-z^-4|r-ii-z^-0|th-a-j^-0|
เสร็จ	s-e-t^-1|
เสร็จสิ้น	s-e-t^-1|s-i-n^-2|
เสวนา	s-e-z^-4|w-a-z^-3|n-aa-z^-0|
เสาร์	s-a-w^-4|
เสีย	s-iia-z^-4|
เสียก่อน	s-iia-z^-4|k-@@-n^-1|
เสียง	s-iia-ng^-4|
เสียดาย	s-iia-z^-4|d-aa-j^-0|
เสียที	s-iia-z^-4|th-ii-z^-0|
เสียวเหา	s-iia-w^-4|h-a-w^-4|
เสียสละ	s-iia-z^-4|s-a-z^-1|l-a-z^-1|
เสียหาย	s-iia-z^-4|h-aa-j^-4|
เสียเปรียบ	s-iia-z^-4|pr-iia-p^-1|
เสียแล้ว	s-iia-z^-4|l-xx-w^-3|
เสียใจ	s-iia-z^-4|c-a-j^-0|
เสี่ย	s-iia-z^-1|
เสี่ยง	s-iia-ng^-1|
เสือ	s-vva-z^-4|
เสื่อม	s-vva-m^-1|
เสื่อมถอย	s-vva-m^-1|th-@-j^-4|
เสื่อมถอย	s-vva-m^-1|th-@@-j^-4|
เสื่อมโทรม	s-vva-m^-1|s-oo-m^-0|
เสื้อ	s-vva-z^-2|
เสื้อผ้า	s-vva-z^-2|ph-aa-z^-2|
เส้น	s-e-n^-2|
เส้นทาง	s-e-n^-2|th-aa-ng^-0|
เส้นสาย	s-e-n^-2|s-aa-j^-4|
เหงา	ng-a-w^-4|
เหตุ	h-ee-t^-1|
เหตุการณ์	h-ee-t^-1|k-aa-n^-0|
เหตุจูงใจ	h-ee-t^-1|c-uu-ng^-0|c-a-j^-0|
เหตุผล	h-ee-t^-1|ph-o-n^-4|
เหตุใด	h-ee-t^-1|d-a-j^-0|
เหนียวแน่น	n-iia-w^-4|n-x-n^-2|
เหนือ	n-vva-z^-4|
เหนื่อย	n-vva-j^-1|
เหน็ดเหนื่อย	n-e-t^-1|n-vva-j^-1|
เหมาะ	m-@-z^-1|
เหมาะสม	m-@-z^-1|s-o-m^-4|
เหมาเจ๋อตุง	m-a-w^-4|c-qq-z^-4|t-u-ng^-0|
เหมือน	m-vva-n^-4|
เหมือนว่า	m-vva-n^-4|w-aa-z^-2|
เหม็น	m-e-n^-4|
เหยียดหยาม	j-iia-t^-1|j-aa-m^-4|
เหยื่อ	j-vva-z^-1|
เหรอ	r-qq-z^-4|
เหรียญ	r-iia-n^-4|
เหลวแหลก	l-ee-w^-4|l-xx-k^-1|
เหลียวแล	l-iia-w^-4|l-xx-z^-0|
เหลี่ยม	l-iia-m^-1|
เหลือ	l-vva-z^-4|
เหลือง	l-vva-ng^-4|
เหลือเกิน	l-vva-z^-4|k-qq-n^-0|
เหล่า	l-a-w^-1|
เหล่าทัพ	l-a-w^-1|th-a-p^-3|
เหล่านั้น	l-a-w^-1|n-a-n^-3|
เหล่านี้	l-a-w^-1|n-ii-z^-3|
เหล้า	l-a-w^-2|
เหา	h-a-w^-4|
เหาะ	h-@-z^-1|
เหี้ย	h-iia-z^-2|
เห็น	h-e-n^-4|
เห็นด้วย	h-e-n^-4|d-uua-j^-2|
เห็นพ้อง	h-e-n^-4|ph-@@-ng^-3|
เห็นอกเห็นใจ	h-e-n^-4|z-o-k^-1|h-e-n^-4|c-a-j^-0|
เห็นแก่	h-e-n^-4|k-xx-z^-1|
เห็นได้	h-e-n^-4|d-aa-j^-2|
เห็นได้ว่า	h-e-n^-4|d-aa-j^-2|w-aa-z^-2|
เอ	z-ee-z^-0|
เอก	z-ee-k^-1|
เอกฉันท์	z-ee-k^-1|k-a-z^-1|ch-a-n^-4|
เอกชน	z-ee-k^-1|k-a-z^-1|ch-o-n^-0|
เอกภาพ	z-ee-k^-1|k-a-z^-1|ph-aa-p^-2|
เอกราช	z-ee-k^-1|k-a-z^-1|r-aa-t^-2|
เอกลักษณะ	z-ee-k^-1|k-a-z^-1|l-a-k^-3|s-a-z^-1|n-a-z^-1|
เอกลักษณ์	z-ee-k^-1|k-a-z^-1|l-a-k^-3|
เอกสาร	z-ee-k^-1|k-a-z^-1|s-aa-n^-4|
เอกสารสิทธิ์	z-ee-k^-1|k-a-z^-1|s-aa-n^-4|s-i-t^-1|
เอง	z-ee-ng^-0|
เองเกลส์	z-e-ng^-0|k-ee-w^-0|
เองเกลส์	z-ee-ng^-0|k-ee-l^-0|
เองเกลส์	z-ee-ng^-0|k-ee-w^-0|
เอดส์	z-ee-t^-1|
เอนเอียง	z-ee-n^-0|z-iia-ng^-0|
เอา	z-a-w^-0|
เอาจริงเอาจัง	z-a-w^-0|c-i-ng^-0|z-a-w^-0|c-a-ng^-0|
เอาชนะ	z-a-w^-0|ch-a-z^-3|n-a-z^-3|
เอารัดเอาเปรียบ	z-a-w^-0|r-a-t^-3|z-a-w^-0|pr-iia-p^-1|
เอาอย่าง	z-a-w^-0|j-aa-ng^-1|
เอาใจใส่	z-a-w^-0|c-a-j^-0|s-a-j^-1|
เอียง	z-iia-ng^-0|
เอื้อ	z-vva-z^-2|
เอื้ออำนวย	z-vva-z^-2|z-a-m^-0|n-uua-j^-0|
เอเชีย	z-ee-z^-0|ch-iia-z^-0|
เอ็ด	z-e-t^-1|
เอ็นดู	z-e-n^-0|d-uu-z^-0|
เอ่ย	z-qq-j^-1|
เอ๊ะ	z-e-z^-3|
แก	k-xx-z^-0|
แกตต์	k-x-t^-3|
แกนกลาง	k-xx-n^-0|kl-aa-ng^-0|
แกลเลอรี่	k-xx-l^-0|l-qq-z^-0|r-ii-z^-2|
แกะสลัก	k-x-z^-1|s-a-z^-1|l-a-k^-1|
แก่	k-xx-z^-1|
แก่งแย่ง	k-x-ng^-1|j-xx-ng^-2|
แก้	k-xx-z^-2|
แก้ตัว	k-xx-z^-2|t-uua-z^-0|
แก้ว	k-xx-w^-2|
แก้วหู	k-xx-w^-2|h-uu-z^-4|
แก้ไข	k-xx-z^-2|kh-a-j^-4|
แก๊ง	k-x-ng^-3|
แก๊ง	k-xx-ng^-3|
แก๊งสเตอร์	k-x-ng^-3|s-a-z^-1|t-qq-z^-2|
แข	kh-xx-z^-4|
แขก	kh-xx-k^-1|
แขน	kh-xx-n^-4|
แขนง	kh-a-z^-1|n-xx-ng^-4|
แข็งกร้าว	kh-x-ng^-4|kr-aa-w^-2|
แข็งขัน	kh-x-ng^-4|kh-a-n^-4|
แข็งแกร่ง	kh-x-ng^-4|kr-x-ng^-1|
แข็งแรง	kh-x-ng^-4|r-xx-ng^-0|
แข่งขัน	kh-x-ng^-1|kh-a-n^-4|
แข่งขัน	kh-xx-ng^-1|kh-a-n^-4|
แข้ง	kh-xx-ng^-2|
แคบ	kh-xx-p^-2|
แคว้น	khw-xx-n^-3|
แค่	kh-xx-z^-2|
แค้น	kh-xx-n^-3|
แง่	ng-xx-z^-2|
แง่มุม	ng-xx-z^-2|m-u-m^-0|
แจก	c-xx-k^-1|
แจกจ่าย	c-xx-k^-1|c-aa-j^-1|
แจกแจง	c-xx-k^-1|c-xx-ng^-0|
แจ่มแจ้ง	c-x-m^-1|c-xx-ng^-2|
แจ้ง	c-xx-ng^-2|
แดง	d-xx-ng^-0|
แดด	d-xx-t^-1|
แดน	d-xx-n^-0|
แด่	d-xx-z^-1|
แตก	t-xx-k^-1|
แตกต่าง	t-xx-k^-1|t-aa-ng^-1|
แตกหัก	t-xx-k^-1|h-a-k^-1|
แตกแยก	t-xx-k^-1|j-xx-k^-2|
แตะ	t-x-z^-1|
แตะต้อง	t-x-z^-1|t-@-ng^-2|
แต่	t-xx-z^-1|
แต่ก่อน	t-xx-z^-1|k-@@-n^-1|
แต่ง	t-x-ng^-1|
แต่ง	t-xx-ng^-1|
แต่งงาน	t-x-ng^-1|ng-aa-n^-0|
แต่งตัว	t-xx-ng^-1|t-uua-z^-0|
แต่งตั้ง	t-x-ng^-1|t-a-ng^-2|
แต่งตั้ง	t-xx-ng^-1|t-a-ng^-2|
แต่ประการใด	t-xx-z^-1|pr-a-z^-1|k-aa-n^-0|d-a-j^-0|
แต่ละ	t-xx-z^-1|l-a-z^-3|
แต่ว่า	t-xx-z^-1|w-aa-z^-2|
แต่อย่างใด	t-xx-z^-1|j-aa-ng^-1|d-a-j^-0|
แต่เดิม	t-xx-z^-1|d-qq-m^-0|
แต่เพียง	t-xx-z^-1|ph-iia-ng^-0|
แถบ	th-xx-p^-1|
แถลง	th-a-z^-1|l-xx-ng^-4|
แทง	th-xx-ng^-0|
แทน	th-xx-n^-0|
แทบ	th-xx-p^-2|
แทรก	s-xx-k^-2|
แทรกซึม	s-xx-k^-2|s-v-m^-0|
แทรกแซง	s-xx-k^-2|s-xx-ng^-0|
แท็กซี่	th-x-k^-3|s-ii-z^-2|
แท้	th-xx-z^-3|
แท้ง	th-xx-ng^-3|
แท้จริง	th-xx-z^-3|c-i-ng^-0|
แท้ที่จริง	th-xx-z^-3|th-ii-z^-2|c-i-ng^-0|
แนบแน่น	n-xx-p^-2|n-x-n^-2|
แนว	n-xx-w^-0|
แนวทาง	n-xx-w^-0|th-aa-ng^-0|
แนวร่วม	n-xx-w^-0|r-uua-m^-2|
แนวโน้ม	n-xx-w^-0|n-oo-m^-3|
แนะ	n-x-z^-3|
แนะนำ	n-x-z^-3|n-a-m^-0|
แนะแนว	n-x-z^-3|n-xx-w^-0|
แน่	n-xx-z^-2|
แน่ชัด	n-xx-z^-2|ch-a-t^-3|
แน่น	n-x-n^-2|
แน่นอน	n-xx-z^-2|n-@@-n^-0|
แน่นแฟ้น	n-x-n^-2|f-xx-n^-3|
แน่วแน่	n-xx-w^-2|n-xx-z^-2|
แน่ใจ	n-xx-z^-2|c-a-j^-0|
แบทเตน	b-x-t^-1|t-e-n^-0|
แบน	b-xx-n^-0|
แบบ	b-xx-p^-1|
แบบจำลอง	b-xx-p^-1|c-a-m^-0|l-@@-ng^-0|
แบบฉบับ	b-xx-p^-1|ch-a-z^-1|b-a-p^-1|
แบบอย่าง	b-xx-p^-1|j-aa-ng^-1|
แบบแผน	b-xx-p^-1|ph-xx-n^-4|
แบ่ง	b-x-ng^-1|
แบ่ง	b-xx-ng^-1|
แบ่งปัน	b-x-ng^-1|p-a-n^-0|
แบ่งแยก	b-x-ng^-1|j-xx-k^-2|
แปง	p-xx-ng^-0|
แปซิฟิก	p-xx-z^-0|s-i-z^-3|f-i-k^-1|
แปด	p-xx-t^-1|
แปร	pr-xx-z^-0|
แปรญัตติ	pr-xx-z^-0|j-a-t^-3|t-i-z^-1|
แปรปรวน	pr-xx-z^-0|pr-uua-n^-0|
แปรผัน	pr-xx-z^-0|ph-a-n^-4|
แปล	pl-xx-z^-0|
แปลก	pl-xx-k^-1|
แผน	ph-xx-n^-4|
แผนการ	ph-xx-n^-4|k-aa-n^-0|
แผนงาน	ph-xx-n^-4|ng-aa-n^-0|
แผล	phl-xx-z^-4|
แผ่	ph-xx-z^-1|
แผ่นดิน	ph-x-n^-1|d-i-n^-0|
แผ่นดิน	ph-xx-n^-1|d-i-n^-0|
แฝง	f-xx-ng^-4|
แพ	ph-xx-z^-0|
แพง	ph-xx-ng^-0|
แพทย์	ph-xx-t^-2|
แพร่	phr-xx-z^-2|
แพร่หลาย	phr-xx-z^-2|l-aa-j^-4|
แพะ	ph-x-z^-3|
แพ้	ph-xx-z^-3|
แฟน	f-xx-n^-0|
แฟ้ม	f-x-m^-3|
แมนฮัตตัน	m-xx-n^-0|h-a-t^-3|t-a-n^-2|
แมลง	m-a-z^-3|l-xx-ng^-0|
แมว	m-xx-w^-0|
แม่	m-xx-z^-2|
แม่ทัพ	m-xx-z^-2|th-a-p^-3|
แม่นยำ	m-xx-n^-2|j-a-m^-0|
แม่น้ำ	m-xx-z^-2|n-aa-m^-3|
แม่บ้าน	m-xx-z^-2|b-aa-n^-2|
แม่เหล็ก	m-xx-z^-2|l-e-k^-1|
แม้	m-xx-z^-3|
แม้ว่า	m-xx-z^-3|w-aa-z^-2|
แม้แต่	m-xx-z^-3|t-xx-z^-1|
แยก	j-xx-k^-2|
แยกตัว	j-xx-k^-2|t-uua-z^-0|
แยกแยะ	j-xx-k^-2|j-x-z^-3|
แย่	j-xx-z^-2|
แย่ง	j-xx-ng^-2|
แย้ง	j-xx-ng^-3|
แรก	r-xx-k^-2|
แรกเกิด	r-xx-k^-2|k-qq-t^-1|
แรกเริ่ม	r-xx-k^-2|r-qq-m^-2|
แรง	r-xx-ng^-0|
แรงกระตุ้น	r-xx-ng^-0|kr-a-z^-1|t-u-n^-2|
แรงกล้า	r-xx-ng^-0|kl-aa-z^-2|
แรงงาน	r-xx-ng^-0|ng-aa-n^-0|
แรงจูงใจ	r-xx-ng^-0|c-uu-ng^-0|c-a-j^-0|
แรงดัน	r-xx-ng^-0|d-a-n^-0|
แรด	r-xx-t^-2|
แลก	l-xx-k^-2|
แลกเปลี่ยน	l-xx-k^-2|pl-iia-n^-1|
และ	l-x-z^-3|
แล้ง	l-xx-ng^-3|
แล้ว	l-xx-w^-3|
แล้วมา	l-xx-w^-3|m-aa-z^-0|
แล้วแต่	l-xx-w^-3|t-xx-z^-1|
แวดล้อม	w-xx-t^-2|l-@@-m^-3|
แวดวง	w-xx-t^-2|w-o-ng^-0|
แว่น	w-xx-n^-2|
แสง	s-xx-ng^-4|
แสดง	s-a-z^-1|d-xx-ng^-0|
แสน	s-xx-n^-4|
แสลง	s-a-z^-1|l-xx-ng^-4|
แสวง	s-a-z^-1|w-xx-ng^-4|
แสวงหา	s-a-z^-1|w-xx-ng^-4|h-aa-z^-4|
แหบ	h-xx-p^-1|
แหลม	l-xx-m^-4|
แหละ	l-x-z^-1|
แหล่ง	l-x-ng^-1|
แหล่ง	l-xx-ng^-1|
แหล่งข่าว	l-xx-ng^-1|kh-aa-w^-1|
แห่	h-xx-z^-1|
แห่ง	h-x-ng^-1|
แห่ง	h-xx-ng^-1|
แห่งชาติ	h-x-ng^-1|ch-aa-t^-2|
แห่งชาติ	h-xx-ng^-1|ch-aa-t^-2|
แห้งแล้ง	h-xx-ng^-2|l-xx-ng^-3|
แอบ	z-xx-p^-1|
แอบแฝง	z-xx-p^-1|f-xx-ng^-4|
แอฟริกัน	z-x-p^-3|fr-i-z^-3|k-a-n^-0|
แอมป์	z-xx-m^-0|
แอร์	z-xx-z^-0|
แอสเซมบลี	z-xx-t^-3|s-e-m^-0|bl-ii-z^-2|
แออัด	z-xx-z^-0|z-a-t^-1|
แฮ	h-xx-z^-0|
โกรธ	kr-oo-t^-1|
โกลน	kl-oo-n^-0|
โกวิท	k-oo-z^-0|w-i-t^-3|
โขง	kh-oo-ng^-4|
โคบอล	kh-oo-z^-0|b-@-l^-3|
โคบอล	kh-oo-z^-0|b-@-n^-3|
โคบอล	kh-oo-z^-0|b-@@-n^-3|
โครง	khr-oo-ng^-0|
โครงการ	khr-oo-ng^-0|k-aa-n^-0|
โครงสร้าง	khr-oo-ng^-0|s-aa-ng^-2|
โครงเรื่อง	khr-oo-ng^-0|r-vva-ng^-2|
โควตา	kh-oo-z^-0|t-aa-z^-2|
โควตา	khw-oo-z^-0|t-aa-z^-2|
โค่น	kh-oo-n^-2|
โง่	ng-oo-z^-2|
โจ	c-oo-z^-0|
โจมตี	c-oo-m^-0|t-ii-z^-0|
โจร	c-oo-n^-0|
โจวเอินไหล	c-oo-w^-0|z-qq-n^-0|l-a-j^-4|
โจฬะ	c-oo-z^-0|l-a-z^-3|
โฉม	ch-oo-m^-4|
โฉมหน้า	ch-oo-m^-4|n-aa-z^-2|
โชกโชน	ch-oo-k^-2|ch-oo-n^-0|
โชค	ch-oo-k^-2|
โชคดี	ch-oo-k^-2|d-ii-z^-0|
โซเวียต	s-oo-z^-0|w-iia-t^-2|
โดดเดี่ยว	d-oo-t^-1|d-iia-w^-1|
โดดเด่น	d-oo-t^-1|d-e-n^-1|
โดน	d-oo-n^-0|
โดย	d-oo-j^-0|
โดยมาก	d-oo-j^-0|m-aa-k^-2|
โดยย่อ	d-oo-j^-0|j-@@-z^-2|
โดยรวม	d-oo-j^-0|r-uua-m^-0|
โดยเฉพาะ	d-oo-j^-0|ch-a-z^-1|ph-@-z^-3|
โดยเฉพาะอย่างยิ่ง	d-oo-j^-0|ch-a-z^-1|ph-@-z^-3|j-aa-ng^-1|j-i-ng^-2|
โดยเร็ว	d-oo-j^-0|r-e-w^-0|
โต	t-oo-z^-0|
โตเกียว	t-oo-z^-0|k-iia-w^-0|
โต้	t-oo-z^-2|
โต้ตอบ	t-oo-z^-2|t-@@-p^-1|
โต้แย้ง	t-oo-z^-2|j-xx-ng^-3|
โต๊ะ	t-o-z^-3|
โท	th-oo-z^-0|
โทรทัศน์	th-oo-z^-0|r-a-z^-3|th-a-t^-3|
โทรศัพท์	th-oo-z^-0|r-a-z^-3|s-a-p^-1|
โทษ	th-oo-t^-2|
โนเบล	n-oo-z^-0|b-e-w^-0|
โน้น	n-oo-n^-3|
โน้มน้าว	n-oo-m^-3|n-aa-w^-3|
โน้มเอียง	n-oo-m^-3|z-iia-ng^-0|
โบราณ	b-oo-z^-0|r-aa-n^-0|
โบราณกาล	b-oo-z^-0|r-aa-n^-0|n-a-z^-3|k-aa-n^-0|
โบราณสถาน	b-oo-z^-0|r-aa-n^-0|n-a-z^-3|s-a-z^-1|th-aa-n^-4|
โปรดเกล้า	pr-oo-t^-1|kl-aa-w^-2|
โปรแกรม	pr-oo-z^-0|kr-x-m^-0|
โปรแกรมเมอร์	pr-oo-z^-0|kr-x-m^-0|m-qq-z^-2|
โผงผาง	ph-oo-ng^-4|ph-aa-ng^-4|
โพลง	phl-oo-ng^-0|
โพลีเนเชียน	ph-oo-z^-0|l-ii-z^-0|n-ee-z^-0|ch-iia-n^-2|
โภคภัณฑ์	ph-oo-k^-2|k-a-z^-3|ph-a-n^-0|
โภชนาการ	ph-oo-t^-2|ch-a-z^-3|n-aa-z^-0|k-aa-n^-0|
โมฆะ	m-oo-z^-0|kh-a-z^-3|
โมริ	m-oo-z^-0|r-i-z^-3|
โมหะ	m-oo-z^-0|h-a-z^-1|
โมโห	m-oo-z^-0|h-oo-z^-4|
โยกย้าย	j-oo-k^-2|j-aa-j^-3|
โยง	j-oo-ng^-0|
โยงใย	j-oo-ng^-0|j-a-j^-0|
โยธา	j-oo-z^-0|th-aa-z^-0|
โรการ์ด	r-oo-z^-0|k-aa-t^-1|
โรค	r-oo-k^-2|
โรคภัยไข้เจ็บ	r-oo-k^-2|ph-a-j^-0|kh-a-j^-2|c-e-p^-1|
โรคเอดส์	r-oo-k^-2|z-ee-t^-1|
